Symbol	HitsOnWSB	Company Name	industry	"Market Cap
"
EVGO	8	"""EVgo, Inc."""	Specialty Retail	"584.95M
"
FIVE	8	Five Below	Specialty Retail	"9.57B
"
FR	8	First Industrial Realty Trust	Equity Real Estate Investment Trusts...	"7.86B
"
GAIN	8	Gladstone Investment	Capital Markets	"536.26M
"
GOEV	8	Canoo	Auto Manufacturers	"1.51B
"
GOLD	8	Barrick Gold	Metals & Mining	"33.97B
"
IEX	8	IDEX Corporation	Machinery	"16.44B
"
JNJ	8	Johnson & Johnson	Pharmaceuticals	"449.86B
"
LMND	8	Lemonade	Insurance	"2.10B
"
LOGI	8	Logitech International	"""Technology Hardware, Storage & Periph..."""	"13.51B
"
LRCX	8	Lam Research	Semiconductors & Semiconductor Equipment	"82.69B
"
LSPD	8	Lightspeed Commerce	Software	"5.13B
"
NSA	8	National Storage Affiliates Trust	Equity Real Estate Investment Trusts...	"5.48B
"
PIK	8	Kidpik	Internet Retail	"43.12M
"
PLAY	8	Dave & Buster's Entertainment	"""Hotels, Restaurants & Leisure"""	"1.77B
"
PLUS	8	ePlus	"""Electronic Equipment, Instruments & C..."""	"1.25B
"
RDBX	8	Redbox Entertainment	Shell Companies	"241.98M
"
RMBS	8	Rambus	Semiconductors & Semiconductor Equipment	"2.80B
"
SQL	8	SeqLL	Diagnostics & Research	"20.09M
"
TDC	8	Teradata	Software	"4.53B
"
TXN	8	Texas Instruments	Semiconductors & Semiconductor Equipment	"167.51B
"
AB	7	AllianceBernstein Holding	Capital Markets	"4.80B
"
ABBV	7	AbbVie	Biotechnology	"242.20B
"
APP	7	AppLovin	Software-Application	"25.33B
"
BGFV	7	Big 5 Sporting Goods	Specialty Retail	"444.43M
"
CRON	7	Cronos Group	Pharmaceuticals	"1.42B
"
CVNA	7	Carvana Co.	Specialty Retail	"29.26B
"
DB	7	Deutsche Bank AG	Capital Markets	"30.15B
"
DE	7	Deere & Company	Machinery	"116.46B
"
ENB	7	Enbridge	"""Oil, Gas & Consumable Fuels"""	"86.19B
"
FSLY	7	Fastly	IT Services	"3.43B
"
GOTU	7	Gaotu Techedu	Education & Training Services	"479.47M
"
GT	7	The Goodyear Tire & Rubber Company	Auto Components	"6.09B
"
HA	7	Hawaiian Holdings	Airlines	"909.03M
"
HEAR	7	Turtle Beach	Household Durables	"343.54M
"
KR	7	The Kroger Company	Food & Staples Retailing	"32.45B
"
MNDT	7	Mandiant	Software	"3.63B
"
MPC	7	Marathon Petroleum	"""Oil, Gas & Consumable Fuels"""	"45.57B
"
MQ	7	Marqeta	Software-Infrastructure	"6.71B
"
MRK	7	Merck & Co.	Pharmaceuticals	"206.93B
"
NICE	7	NICE Ltd.	Software	"16.29B
"
OCGN	7	Ocugen	Biotechnology	"770.85M
"
PLBY	7	PLBY Group	"""Textiles, Apparel & Luxury Goods"""	"701.39M
"
RS	7	Reliance Steel & Aluminum Co.	Metals & Mining	"9.93B
"
SB	7	Safe Bulkers	Marine	"443.99M
"
SCHW	7	The Charles Schwab Corporation	Capital Markets	"170.27B
"
SM	7	SM Energy Company	"""Oil, Gas & Consumable Fuels"""	"4.25B
"
SOLO	7	Electrameccanica Vehicles	Automobiles	"249.30M
"
SRNE	7	Sorrento Therapeutics	Biotechnology	"1.06B
"
TEN	7	Tenneco	Auto Components	"872.86M
"
ULCC	7	Frontier Group Holdings	Airlines	"2.83B
"
VSTO	7	Vista Outdoor	Leisure Products	"2.25B
"
VZ	7	Verizon Communications	Diversified Telecommunication Services	"223.32B
"
WKHS	7	Workhorse Group	Auto Components	"545.95M
"
WOOF	7	Petco Health And Wellness Company	Specialty Retail	"5.02B
"
ADBE	6	Adobe	Software	"252.82B
"
ADM	6	Archer-Daniels-Midland Company	Food Products	"42.26B
"
AIM	6	AIM ImmunoTech	Biotechnology	"38.73M
"
AMP	6	Ameriprise Financial	Capital Markets	"34.17B
"
AMRN	6	Amarin	Biotechnology	"1.48B
"
BCRX	6	BioCryst Pharmaceuticals	Biotechnology	"2.76B
"
BMI	6	Badger Meter	"""Electronic Equipment, Instruments & C..."""	"2.99B
"
BMO	6	Bank of Montreal	Banks	"74.41B
"
BYD	6	Boyd Gaming	"""Hotels, Restaurants & Leisure"""	"6.87B
"
CLX	6	The Clorox Company	Household Products	"20.73B
"
CORZ	6	Core Scientific	Software-Infrastructure	"1.14B
"
DKS	6	Dick's Sporting Goods	Specialty Retail	"10.23B
"
EAT	6	Brinker International	"""Hotels, Restaurants & Leisure"""	"1.58B
"
EDIT	6	Editas Medicine	Biotechnology	"1.35B
"
ENIC	6	Enel Chile	Electric Utilities	"2.84B
"
FGI	6	FGI Industries	"""Furnishings, Fixtures & Appliances"""	"45.60M
"
FISV	6	Fiserv	IT Services	"71.74B
"
IONQ	6	"""IonQ, Inc."""	Computer Hardware	"2.35B
"
IRNT	6	IronNet	Software-Infrastructure	"305.19M
"
JBLU	6	JetBlue Airways	Airlines	"4.73B
"
LIVE	6	Live Ventures	Household Durables	"40.57M
"
LUMN	6	Lumen Technologies	Diversified Telecommunication Services	"12.88B
"
MMS	6	Maximus	IT Services	"4.82B
"
MSI	6	Motorola Solutions	Communications Equipment	"39.15B
"
NC	6	NACCO Industries	"""Oil, Gas & Consumable Fuels"""	"218.84M
"
NLY	6	Annaly Capital Management	Mortgage Real Estate Investment Trus...	"11.44B
"
NUE	6	Nucor	Metals & Mining	"29.23B
"
OPAD	6	Offerpad Solutions	Real Estate Services	"900.94M
"
OTLY	6	Oatly Group AB	Beverages-Non-Alcoholic	"4.32B
"
OZ	6	"""Belpointe PREP, LLC"""	Real Estate-Development	"0.00
"
PB	6	Prosperity Bancshares	Banks	"6.82B
"
PGR	6	The Progressive Corporation	Insurance	"63.17B
"
PL	6	Planet Labs PBC	Aerospace & Defense	"1.68B
"
PRPL	6	Purple Innovation	Household Durables	"565.08M
"
RAM	6	Aries I Acquisition	Blank Check / SPAC	"179.44M
"
SAM	6	The Boston Beer Company	Beverages	"5.22B
"
SBSW	6	Sibanye Stillwater	Metals & Mining	"10.54B
"
SOS	6	SOS Limited	Software-Infrastructure	"179.87M
"
SPR	6	Spirit AeroSystems Holdings	Aerospace & Defense	"4.76B
"
TT	6	Trane Technologies	Building Products	"39.71B
"
WELL	6	Welltower	Equity Real Estate Investment Trusts...	"36.85B
"
WW	6	WW International	Diversified Consumer Services	"903.97M
"
WYNN	6	Wynn Resorts	"""Hotels, Restaurants & Leisure"""	"10.20B
"
XPO	6	XPO Logistics	Air Freight & Logistics	"7.74B
"
AGNC	5	AGNC Investment	Mortgage Real Estate Investment Trus...	"7.71B
"
AL	5	Air Lease	Trading Companies & Distributors	"4.60B
"
ASAN	5	Asana	Software	"9.96B
"
AZN	5	AstraZeneca	Pharmaceuticals	"178.74B
"
BAH	5	Booz Allen Hamilton Holding	IT Services	"10.22B
"
BBY	5	Best Buy Co.	Specialty Retail	"24.16B
"
BCE	5	"""BCE, Inc."""	Diversified Telecommunication Services	"47.44B
"
BIDU	5	Baidu	Interactive Media & Services	"56.07B
"
BTU	5	Peabody Energy	"""Oil, Gas & Consumable Fuels"""	"1.53B
"
CCS	5	Century Communities	Household Durables	"2.23B
"
CENN	5	Cenntro Electric Group	Auto Manufacturers	"444.14M
"
CFLT	5	Confluent	Software-Infrastructure	"18.13B
"
DAC	5	Danaos	Marine	"1.97B
"
DK	5	Delek US Holdings	"""Oil, Gas & Consumable Fuels"""	"1.27B
"
EDU	5	New Oriental Education & Technology Group	Diversified Consumer Services	"2.39B
"
EVE	5	EVe Mobility Acquisition	Blank Check / SPAC	"298.74M
"
FACT	5	Freedom Acquisition I	Blank Check / SPAC	"418.74M
"
FLWS	5	1-800-Flowers.com	Internet & Direct Marketing Retail	"1.09B
"
GILD	5	Gilead Sciences	Biotechnology	"85.89B
"
GTE	5	Gran Tierra Energy	"""Oil, Gas & Consumable Fuels"""	"352.46M
"
HLT	5	Hilton Worldwide Holdings	"""Hotels, Restaurants & Leisure"""	"40.62B
"
IMPP	5	Imperial Petroleum	Oil & Gas E&P	"4.46M
"
JOB	5	GEE Group	Professional Services	"60.71M
"
KIND	5	Nextdoor Holdings	Internet Content & Information	"2.18B
"
LAD	5	Lithia Motors	Specialty Retail	"9.02B
"
MMM	5	3M Company	Industrial Conglomerates	"95.74B
"
MNMD	5	Mind Medicine (MindMed)	Biotechnology	"509.10M
"
NES	5	Nuverra Environmental Solutions	Energy Equipment & Services	"29.18M
"
NEWR	5	New Relic	Software	"6.94B
"
NVTS	5	Navitas Semiconductor	Semiconductors	"1.21B
"
OSTK	5	Overstock.com	Internet & Direct Marketing Retail	"2.15B
"
PATH	5	UiPath	Software-Infrastructure	"19.51B
"
PCG	5	PG&E Corporation	Electric Utilities	"27.29B
"
PDD	5	Pinduoduo	Internet & Direct Marketing Retail	"74.70B
"
RES	5	"""RPC, Inc."""	Energy Equipment & Services	"1.37B
"
SBLK	5	Star Bulk Carriers	Marine	"2.44B
"
SEED	5	Origin Agritech	Food Products	"26.63M
"
SG	5	Sweetgreen	Insurance	"3.28B
"
SHEL	5	Shell	"""Oil, Gas & Consumable Fuels"""	"0.00
"
SNES	5	SenesTech	Pharmaceuticals	"11.56M
"
TDS	5	Telephone & Data Systems	Wireless Telecommunication Services	"2.29B
"
TOST	5	Toast	Software-Infrastructure	"12.98B
"
TXRH	5	Texas Roadhouse	"""Hotels, Restaurants & Leisure"""	"6.09B
"
USFD	5	US Foods Holding	Food & Staples Retailing	"8.08B
"
WB	5	Weibo	Interactive Media & Services	"12.13B
"
WBS	5	Webster Financial	Banks	"5.46B
"
WF	5	Woori Financial Group	Banks	"9.05B
"
WFC	5	Wells Fargo & Company	Banks	"216.05B
"
WFG	5	West Fraser Timber Company	Paper & Forest Products	"10.12B
"
ZEN	5	Zendesk	Software	"12.19B
"
AAP	4	Advance Auto Parts	Specialty Retail	"14.64B
"
ACAD	4	ACADIA Pharmaceuticals	Biotechnology	"3.83B
"
ACT	4	Enact Holdings	Insurance-Specialty	"3.61B
"
ADS	4	Alliance Data Systems	IT Services	"3.47B
"
AGI	4	Alamos Gold	Metals & Mining	"2.68B
"
AMAT	4	Applied Materials	Semiconductors & Semiconductor Equipment	"123.08B
"
AMG	4	Affiliated Managers Group	Capital Markets	"6.01B
"
AP	4	Ampco-Pittsburgh	Metals & Mining	"111.89M
"
ATAI	4	ATAI Life Sciences	Biotechnology	"878.43M
"
BEAM	4	Beam Therapeutics	Beverages	"4.71B
"
BLK	4	BlackRock	Capital Markets	"125.28B
"
BUD	4	Anheuser-Busch InBev	Beverages	"110.61B
"
BX	4	Blackstone	Capital Markets	"98.79B
"
CACC	4	Credit Acceptance	Consumer Finance	"7.65B
"
CARE	4	Carter Bankshares	Banks	"404.39M
"
CARR	4	Carrier Global	Building Products	"40.77B
"
CCI	4	Crown Castle International	Equity Real Estate Investment Trusts...	"78.04B
"
CFVI	4	CF Acquisition VI	Blank Check / SPAC	"455.73M
"
CNK	4	Cinemark Holdings	Entertainment	"1.88B
"
CNS	4	Cohen & Steers	Capital Markets	"4.04B
"
CPNG	4	Coupang	Internet Retail	"37.31B
"
CRNC	4	Cerence	Software	"2.54B
"
CRT	4	Cross Timbers Royalty Trust	"""Oil, Gas & Consumable Fuels"""	"89.10M
"
CUK	4	Carnival	"""Hotels, Restaurants & Leisure"""	"22.80B
"
DARE	4	Dare Bioscience	Health Care Equipment & Supplies	"121.80M
"
DDD	4	3D Systems	"""Technology Hardware, Storage & Periph..."""	"2.34B
"
DEI	4	Douglas Emmett	Equity Real Estate Investment Trusts...	"5.59B
"
DISCA	4	Discovery	Media	"13.59B
"
DNUT	4	Krispy Kreme	Grocery Stores	"2.46B
"
EB	4	Eventbrite	Interactive Media & Services	"1.39B
"
EOG	4	EOG Resources	"""Oil, Gas & Consumable Fuels"""	"66.22B
"
ETN	4	Eaton	Electrical Equipment	"63.53B
"
EXPE	4	Expedia Group	Internet & Direct Marketing Retail	"29.29B
"
FDS	4	FactSet Research Systems	Capital Markets	"15.93B
"
FICO	4	Fair Isaac	Software	"13.08B
"
FIVN	4	Five9	Software	"8.64B
"
FOUR	4	Shift4 Payments	IT Services	"2.99B
"
FTNT	4	Fortinet	Software	"49.41B
"
FVRR	4	Fiverr International	Internet & Direct Marketing Retail	"3.27B
"
HIVE	4	HIVE Blockchain Technologies	Capital Markets	"864.68M
"
HMC	4	Honda Motor Company	Automobiles	"50.39B
"
HTZ	4	Hertz Global Holdings	Rental & Leasing Services	"9.24B
"
HYLN	4	Hyliion Holdings	Auto Parts	"790.31M
"
HYZN	4	Hyzon Motors	Auto Manufacturers	"1.35B
"
KHC	4	The Kraft Heinz Company	Food Products	"44.22B
"
KLAC	4	KLA Corporation	Semiconductors & Semiconductor Equipment	"58.48B
"
LC	4	LendingClub	Consumer Finance	"1.96B
"
LGF.A	4	Lions Gate Entertainment	Entertainment	"3.44B
"
LL	4	Lumber Liquidators Holdings	Specialty Retail	"423.82M
"
LLY	4	Eli Lilly and Company	Pharmaceuticals	"237.50B
"
MARK	4	Remark Holdings	Internet & Direct Marketing Retail	"93.70M
"
MDB	4	MongoDB	IT Services	"27.45B
"
MMAT	4	Meta Materials	Electronic Components	"525.96M
"
MSCI	4	MSCI Inc.	Capital Markets	"44.44B
"
MTN	4	Vail Resorts	"""Hotels, Restaurants & Leisure"""	"11.27B
"
NOV	4	NOV Inc.	Energy Equipment & Services	"6.72B
"
NTP	4	Nam Tai Property	Real Estate Management & Development	"361.57M
"
PBR	4	Petroleo Brasileiro	"""Oil, Gas & Consumable Fuels"""	"90.33B
"
PFGC	4	Performance Food Group Company	Food & Staples Retailing	"6.70B
"
PI	4	Impinj	Semiconductors & Semiconductor Equipment	"2.01B
"
PODD	4	Insulet	Health Care Equipment & Supplies	"17.11B
"
PRO	4	PROS Holdings	Software	"1.25B
"
REG	4	Regency Centers	Equity Real Estate Investment Trusts...	"12.27B
"
REGN	4	Regeneron Pharmaceuticals	Biotechnology	"65.96B
"
RF	4	Regions Financial	Banks	"22.23B
"
SIX	4	Six Flags Entertainment	"""Hotels, Restaurants & Leisure"""	"3.55B
"
SLAB	4	Silicon Laboratories	Semiconductors & Semiconductor Equipment	"6.65B
"
SLDP	4	Solid Power	Electrical Equipment & Parts	"56.75M
"
SOL	4	ReneSola	Construction & Engineering	"380.83M
"
TKLF	4	Yoshitsu	Household & Personal Products	"128.52M
"
TSP	4	TuSimple Holdings	Trucking	"4.05B
"
TTE	4	TotalEnergies SE	"""Oil, Gas & Consumable Fuels"""	"150.74B
"
UAL	4	United Airlines Holdings	Airlines	"14.23B
"
VLDR	4	Velodyne Lidar	Scientific & Technical Instruments	"793.65M
"
VRM	4	Vroom	Specialty Retail	"1.15B
"
XP	4	XP Inc.	Capital Markets	"18.90B
"
AAWW	3	Atlas Air Worldwide Holdings	Air Freight & Logistics	"2.38B
"
ABT	3	Abbott Laboratories	Health Care Equipment & Supplies	"224.93B
"
AC	3	Associated Capital Group	Capital Markets	"943.42M
"
ACH	3	Aluminum Corporation of China	Metals & Mining	"13.42B
"
AMKR	3	Amkor Technology	Semiconductors & Semiconductor Equipment	"5.37B
"
ANGI	3	Angi Inc.	Interactive Media & Services	"4.28B
"
AOSL	3	Alpha & Omega Semiconductor	Semiconductors & Semiconductor Equipment	"1.24B
"
ARCC	3	Ares Capital	Capital Markets	"10.59B
"
ASX	3	ASE Technology Holding Company	Semiconductors & Semiconductor Equipment	"15.39B
"
AUPH	3	Aurinia Pharmaceuticals	Biotechnology	"2.29B
"
BAM	3	Brookfield Asset Management	Capital Markets	"87.13B
"
BEAT	3	HeartBeam	Health Information Services	"17.03M
"
BEEM	3	Beam Global	Electrical Equipment	"120.73M
"
BEP	3	Brookfield Renewable Partners	Independent Power and Renewable Elect...	"9.17B
"
BKKT	3	Bakkt Holdings	Software-Infrastructure	"263.53M
"
BMY	3	Bristol-Myers Squibb Company	Pharmaceuticals	"144.70B
"
BNGO	3	BioNano Genomics	Life Sciences Tools & Services	"676.69M
"
BOXD	3	Boxed	Internet Retail	"313.41M
"
CAKE	3	The Cheesecake Factory	"""Hotels, Restaurants & Leisure"""	"1.92B
"
CCXI	3	ChemoCentryx	Biotechnology	"1.94B
"
CE	3	Celanese	Chemicals	"17.16B
"
CEI	3	Camber Energy	"""Oil, Gas & Consumable Fuels"""	"152.50M
"
CPE	3	Callon Petroleum Company	"""Oil, Gas & Consumable Fuels"""	"3.13B
"
CWH	3	Camping World Holdings	Specialty Retail	"1.54B
"
CZOO	3	Cazoo Group	Software-Application	"3.61B
"
DAVE	3	Dave Inc.	Software-Application	"5.32B
"
DLR	3	Digital Realty Trust	Equity Real Estate Investment Trusts...	"41.93B
"
DOOO	3	BRP Inc.	Leisure Products	"6.81B
"
DQ	3	Daqo New Energy	Semiconductors & Semiconductor Equipment	"2.91B
"
EAST	3	Eastside Distilling	Beverages	"19.10M
"
EC	3	Ecopetrol	"""Oil, Gas & Consumable Fuels"""	"30.26B
"
EURN	3	Euronav NV	"""Oil, Gas & Consumable Fuels"""	"1.74B
"
EXP	3	Eagle Materials	Construction Materials	"5.82B
"
FCX	3	Freeport-McMoRan	Metals & Mining	"57.30B
"
GB	3	Global Blue Group Holding AG	Information Technology Services	"1.06B
"
GLBE	3	Global-E Online	Internet Retail	"5.61B
"
GRAB	3	Grab Holdings	Asset Management	"21.32B
"
GRPN	3	Groupon	Internet & Direct Marketing Retail	"899.82M
"
GSAT	3	Globalstar	Diversified Telecommunication Services	"1.99B
"
GSK	3	GlaxoSmithKline	Pharmaceuticals	"113.69B
"
GTLB	3	GitLab	Software-Application	"9.78B
"
HI	3	Hillenbrand	Machinery	"3.37B
"
HOPE	3	Hope Bancorp	Banks	"2.02B
"
HSBC	3	HSBC Holdings	Banks	"149.54B
"
IIPR	3	Innovative Industrial Properties	Equity Real Estate Investment Trusts...	"4.74B
"
INDO	3	Indonesia Energy	"""Oil, Gas & Consumable Fuels"""	"32.85M
"
IPA	3	ImmunoPrecise Antibodies	Biotechnology	"117.45M
"
JACK	3	Jack in the Box	"""Hotels, Restaurants & Leisure"""	"1.92B
"
KGC	3	Kinross Gold	Metals & Mining	"6.86B
"
KKR	3	KKR & Co.	Capital Markets	"42.39B
"
LEE	3	"""Lee Enterprises,"""	Media	"218.99M
"
LI	3	Li Auto	Automobiles	"28.19B
"
LINK	3	Interlink Electronics	"""Electronic Equipment, Instruments & C..."""	"67.35M
"
MAC	3	The Macerich Company	Equity Real Estate Investment Trusts...	"3.52B
"
MAG	3	MAG Silver	Metals & Mining	"1.38B
"
MAPS	3	WM Technology	Software-Application	"338.90M
"
MAR	3	Marriott International	"""Hotels, Restaurants & Leisure"""	"53.09B
"
MILE	3	Metromile	Insurance-Property & Casualty	"228.24M
"
MIND	3	MIND Technology	Energy Equipment & Services	"19.42M
"
MOS	3	The Mosaic Company	Chemicals	"16.15B
"
MSN	3	Emerson Radio	Household Durables	"16.31M
"
NDAQ	3	Nasdaq	Capital Markets	"30.12B
"
NEGG	3	Newegg Commerce	Internet Retail	"2.54B
"
NOC	3	Northrop Grumman	Aerospace & Defense	"57.85B
"
NOVN	3	Novan	Pharmaceuticals	"80.72M
"
NP	3	Neenah	Paper & Forest Products	"780.97M
"
NTLA	3	Intellia Therapeutics	Biotechnology	"7.43B
"
NVO	3	Novo Nordisk	Pharmaceuticals	"233.65B
"
ORAN	3	Orange	Diversified Telecommunication Services	"30.65B
"
OTIS	3	Otis Worldwide	Machinery	"35.49B
"
PANW	3	Palo Alto Networks	Software	"50.60B
"
PAYC	3	Paycom Software	Software	"20.29B
"
PED	3	Pedevco	"""Oil, Gas & Consumable Fuels"""	"101.05M
"
PFG	3	Principal Financial Group	Insurance	"19.66B
"
PLNT	3	Planet Fitness	"""Hotels, Restaurants & Leisure"""	"7.44B
"
RIG	3	Transocean	Energy Equipment & Services	"2.31B
"
RL	3	Ralph Lauren	"""Textiles, Apparel & Luxury Goods"""	"8.36B
"
RNA	3	Avidity Biosciences	Biotechnology	"791.15M
"
ROCK	3	Gibraltar Industries	Building Products	"1.79B
"
ROOT	3	"""Root, Inc."""	Insurance-Property & Casualty	"530.25M
"
RYAN	3	Ryan Specialty Group Holdings	Insurance-Specialty	"4.10B
"
SBEA	3	SilverBox Engaged Merger I	Blank Check / SPAC	"420.90M
"
SFT	3	Shift Technologies	Internet Retail	"192.70M
"
SGH	3	SMART Global Holdings	Semiconductors & Semiconductor Equipment	"1.41B
"
SHAK	3	Shake Shack	"""Hotels, Restaurants & Leisure"""	"2.61B
"
SLP	3	Simulations Plus	Health Care Technology	"818.92M
"
SMG	3	The Scotts Miracle-Gro Company	Chemicals	"8.07B
"
STC	3	Stewart Information Services	Insurance	"1.91B
"
STEP	3	StepStone Group	Asset Management	"2.09B
"
STL	3	Sterling Bancorp	Banks	"5.06B
"
SYY	3	Sysco	Food & Staples Retailing	"40.74B
"
TLSA	3	Tiziana Life Sciences	Biotechnology	"79.69M
"
TR	3	Tootsie Roll Industries	Food Products	"2.18B
"
TREE	3	LendingTree	Thrifts & Mortgage Finance	"1.66B
"
TRUE	3	TrueCar	Interactive Media & Services	"330.93M
"
TURN	3	180 Degree Capital	Capital Markets	"75.00M
"
UE	3	Urban Edge Properties	Equity Real Estate Investment Trusts...	"2.12B
"
VSCO	3	Victoria's Secret & Co.	Apparel Retail	"5.09B
"
WD	3	Walker & Dunlop	Thrifts & Mortgage Finance	"4.31B
"
WEBR	3	Weber	"""Furnishings, Fixtures & Appliances"""	"3.16B
"
WU	3	The Western Union Company	IT Services	"7.74B
"
YETI	3	YETI Holdings	Leisure Products	"5.96B
"
ACLS	2	Axcelis Technologies	Semiconductors & Semiconductor Equipment	"2.11B
"
ADSK	2	Autodesk	Software	"54.94B
"
AEO	2	American Eagle Outfitters	Specialty Retail	"3.92B
"
AFL	2	Aflac	Insurance	"41.60B
"
AGCO	2	AGCO Corporation	Machinery	"8.84B
"
AGO	2	Assured Guaranty	Insurance	"3.79B
"
AIG	2	American International Group	Insurance	"49.08B
"
ALK	2	Alaska Air Group	Airlines	"6.90B
"
APA	2	APA Corporation	"""Oil, Gas & Consumable Fuels"""	"12.61B
"
APAC	2	Stonebridge Acquisition	Blank Check / SPAC	"247.75M
"
APD	2	Air Products & Chemicals	Chemicals	"63.10B
"
APRN	2	Blue Apron Holdings	Internet & Direct Marketing Retail	"256.72M
"
ARC	2	ARC Document Solutions	Commercial Services & Supplies	"143.61M
"
ASA	2	ASA Gold and Precious Metals	Capital Markets	"396.41M
"
ASTS	2	AST SpaceMobile	Telecom Services	"309.86M
"
AVGO	2	Broadcom	Semiconductors & Semiconductor Equipment	"244.72B
"
AZZ	2	AZZ Inc.	Electrical Equipment	"1.20B
"
BEN	2	Franklin Resources	Capital Markets	"16.15B
"
BG	2	Bunge	Food Products	"14.05B
"
BLDR	2	Builders FirstSource	Building Products	"13.42B
"
BLUE	2	Bluebird Bio	Biotechnology	"546.84M
"
BODY	2	The Beachbody Company	Internet Content & Information	"581.80M
"
BOWL	2	Bowlero	Entertainment	"1.77B
"
BTTX	2	Better Therapeutics	Biotechnology	"88.73M
"
BZ	2	Kanzhun	Staffing & Employment Services	"12.71B
"
CBRE	2	CBRE Group	Real Estate Management & Development	"33.98B
"
CELH	2	Celsius Holdings	Beverages	"3.76B
"
CEMI	2	Chembio Diagnostics	Health Care Equipment & Supplies	"30.65M
"
CG	2	The Carlyle Group	Capital Markets	"18.79B
"
CIO	2	City Office REIT	Equity Real Estate Investment Trusts...	"771.35M
"
CMC	2	Commercial Metals Company	Metals & Mining	"4.22B
"
CMCSA	2	Comcast	Media	"228.17B
"
CMPS	2	COMPASS Pathways	Health Care Providers & Services	"687.31M
"
CNC	2	Centene	Health Care Providers & Services	"44.90B
"
COLD	2	Americold Realty Trust	Equity Real Estate Investment Trusts...	"7.49B
"
COOL	2	Corner Growth Acquisition	Blank Check / SPAC	"488.25M
"
CPG	2	Crescent Point Energy	"""Oil, Gas & Consumable Fuels"""	"3.91B
"
CPK	2	Chesapeake Utilities	Gas Utilities	"2.36B
"
CRTX	2	Cortexyme	Biotechnology	"204.06M
"
CRUS	2	Cirrus Logic	Semiconductors & Semiconductor Equipment	"4.74B
"
CVE	2	Cenovus Energy	"""Oil, Gas & Consumable Fuels"""	"30.55B
"
CVLG	2	Covenant Logistics Group	Road & Rail	"359.43M
"
CZR	2	Caesars Entertainment	"""Hotels, Restaurants & Leisure"""	"17.27B
"
